,LineId,Time,Component,Pid,Content,template,EventId
450,451,20171223-22:17:48:148,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7084##548569##8661##16256##27311970, getTodayTotalDetailSteps = <*>,Event58
451,452,20171223-22:17:48:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7086##548570##8661##16256##27312467,setTodayTotalDetailSteps= <*>,Event59
452,453,20171223-22:17:48:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128467,calculateCaloriesWithCache totalCalories= <*>,Event60
453,454,20171223-22:17:48:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
454,455,20171223-22:17:48:164,Step_StandReportReceiver,30002312,REPORT : 7086 5059 151782 240,REPORT : <*> <*> <*> <*>,Event51
455,456,20171223-22:17:48:348,Step_LSC,30002312,onStandStepChanged 3660,onStandStepChanged <*>,Event56
456,457,20171223-22:17:48:357,Step_LSC,30002312,onExtend:1514038669000 2 0 4,onExtend: <*> <*> <*> <*>,Event57
457,458,20171223-22:17:48:648,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7086##548570##8661##16256##27312467, getTodayTotalDetailSteps = <*>,Event58
458,459,20171223-22:17:48:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7088##548571##8661##16256##27312967,setTodayTotalDetailSteps= <*>,Event59
459,460,20171223-22:17:48:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128510,calculateCaloriesWithCache totalCalories= <*>,Event60
460,461,20171223-22:17:48:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
461,462,20171223-22:17:48:661,Step_StandReportReceiver,30002312,REPORT : 7088 5060 151824 240,REPORT : <*> <*> <*> <*>,Event51
462,463,20171223-22:17:48:848,Step_LSC,30002312,onStandStepChanged 3662,onStandStepChanged <*>,Event56
463,464,20171223-22:17:48:853,Step_LSC,30002312,onExtend:1514038669000 2 0 4,onExtend: <*> <*> <*> <*>,Event57
464,465,20171223-22:17:49:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7088##548571##8661##16256##27312967, getTodayTotalDetailSteps = <*>,Event58
465,466,20171223-22:17:49:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7090##548572##8661##16256##27313468,setTodayTotalDetailSteps= <*>,Event59
466,467,20171223-22:17:49:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128553,calculateCaloriesWithCache totalCalories= <*>,Event60
467,468,20171223-22:17:49:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
468,469,20171223-22:17:49:166,Step_StandReportReceiver,30002312,REPORT : 7090 5062 151867 240,REPORT : <*> <*> <*> <*>,Event51
469,470,20171223-22:17:49:353,Step_LSC,30002312,onStandStepChanged 3664,onStandStepChanged <*>,Event56
470,471,20171223-22:17:49:358,Step_LSC,30002312,onExtend:1514038670000 2 0 4,onExtend: <*> <*> <*> <*>,Event57
471,472,20171223-22:17:49:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7090##548572##8661##16256##27313468, getTodayTotalDetailSteps = <*>,Event58
472,473,20171223-22:17:49:655,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,setTodayTotalDetailSteps= <*>,Event59
473,474,20171223-22:17:49:661,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128595,calculateCaloriesWithCache totalCalories= <*>,Event60
474,475,20171223-22:17:49:664,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
475,476,20171223-22:17:49:664,Step_StandReportReceiver,30002312,REPORT : 7092 5063 151910 240,REPORT : <*> <*> <*> <*>,Event51
476,477,20171223-22:17:49:848,Step_LSC,30002312,onStandStepChanged 3666,onStandStepChanged <*>,Event56
477,478,20171223-22:17:49:854,Step_LSC,30002312,onExtend:1514038670000 2 0 4,onExtend: <*> <*> <*> <*>,Event57
478,479,20171223-22:17:50:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7092##548573##8661##16256##27313974, getTodayTotalDetailSteps = <*>,Event58
479,480,20171223-22:17:50:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,setTodayTotalDetailSteps= <*>,Event59
480,481,20171223-22:17:50:156,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128638,calculateCaloriesWithCache totalCalories= <*>,Event60
481,482,20171223-22:17:50:158,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
482,483,20171223-22:17:50:160,Step_StandReportReceiver,30002312,REPORT : 7094 5065 151953 240,REPORT : <*> <*> <*> <*>,Event51
483,484,20171223-22:17:50:348,Step_LSC,30002312,onStandStepChanged 3667,onStandStepChanged <*>,Event56
484,485,20171223-22:17:50:354,Step_LSC,30002312,onExtend:1514038671000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
485,486,20171223-22:17:50:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7094##548574##8661##16256##27314468, getTodayTotalDetailSteps = <*>,Event58
486,487,20171223-22:17:50:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7095##548575##8661##16256##27314968,setTodayTotalDetailSteps= <*>,Event59
487,488,20171223-22:17:50:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128660,calculateCaloriesWithCache totalCalories= <*>,Event60
488,489,20171223-22:17:50:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
489,490,20171223-22:17:50:661,Step_StandReportReceiver,30002312,REPORT : 7095 5065 151974 240,REPORT : <*> <*> <*> <*>,Event51
490,491,20171223-22:17:50:849,Step_LSC,30002312,onStandStepChanged 3669,onStandStepChanged <*>,Event56
491,492,20171223-22:17:50:856,Step_LSC,30002312,onExtend:1514038671000 2 0 4,onExtend: <*> <*> <*> <*>,Event57
492,493,20171223-22:17:51:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7095##548575##8661##16256##27314968, getTodayTotalDetailSteps = <*>,Event58
493,494,20171223-22:17:51:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7097##548576##8661##16256##27315469,setTodayTotalDetailSteps= <*>,Event59
494,495,20171223-22:17:51:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128703,calculateCaloriesWithCache totalCalories= <*>,Event60
495,496,20171223-22:17:51:161,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
496,497,20171223-22:17:51:165,Step_StandReportReceiver,30002312,REPORT : 7097 5067 152017 240,REPORT : <*> <*> <*> <*>,Event51
497,498,20171223-22:17:51:362,Step_LSC,30002312,onStandStepChanged 3671,onStandStepChanged <*>,Event56
498,499,20171223-22:17:51:370,Step_LSC,30002312,onExtend:1514038672000 2 0 4,onExtend: <*> <*> <*> <*>,Event57
499,500,20171223-22:17:51:664,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7097##548576##8661##16256##27315469, getTodayTotalDetailSteps = <*>,Event58
500,501,20171223-22:17:51:664,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7099##548577##8661##16256##27315983,setTodayTotalDetailSteps= <*>,Event59
501,502,20171223-22:17:51:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128745,calculateCaloriesWithCache totalCalories= <*>,Event60
502,503,20171223-22:17:51:677,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
503,504,20171223-22:17:51:681,Step_StandReportReceiver,30002312,REPORT : 7099 5068 152060 240,REPORT : <*> <*> <*> <*>,Event51
504,505,20171223-22:17:51:848,Step_LSC,30002312,onStandStepChanged 3673,onStandStepChanged <*>,Event56
505,506,20171223-22:17:51:854,Step_LSC,30002312,onExtend:1514038672000 2 0 4,onExtend: <*> <*> <*> <*>,Event57
506,507,20171223-22:17:52:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7099##548577##8661##16256##27315983, getTodayTotalDetailSteps = <*>,Event58
507,508,20171223-22:17:52:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7101##548578##8661##16256##27316470,setTodayTotalDetailSteps= <*>,Event59
508,509,20171223-22:17:52:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128788,calculateCaloriesWithCache totalCalories= <*>,Event60
509,510,20171223-22:17:52:169,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
510,511,20171223-22:17:52:169,Step_StandReportReceiver,30002312,REPORT : 7101 5070 152103 240,REPORT : <*> <*> <*> <*>,Event51
511,512,20171223-22:17:52:848,Step_LSC,30002312,onStandStepChanged 3674,onStandStepChanged <*>,Event56
512,513,20171223-22:17:52:855,Step_LSC,30002312,onExtend:1514038673000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
513,514,20171223-22:17:53:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7101##548578##8661##16256##27316470, getTodayTotalDetailSteps = <*>,Event58
514,515,20171223-22:17:53:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7102##548579##8661##16256##27317468,setTodayTotalDetailSteps= <*>,Event59
515,516,20171223-22:17:53:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128810,calculateCaloriesWithCache totalCalories= <*>,Event60
516,517,20171223-22:17:53:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
517,518,20171223-22:17:53:169,Step_StandReportReceiver,30002312,REPORT : 7102 5070 152124 240,REPORT : <*> <*> <*> <*>,Event51
518,519,20171223-22:17:53:849,Step_LSC,30002312,onStandStepChanged 3675,onStandStepChanged <*>,Event56
519,520,20171223-22:17:53:859,Step_LSC,30002312,onExtend:1514038674000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
520,521,20171223-22:17:54:152,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7102##548579##8661##16256##27317468, getTodayTotalDetailSteps = <*>,Event58
521,522,20171223-22:17:54:153,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7103##548580##8661##16256##27318472,setTodayTotalDetailSteps= <*>,Event59
522,523,20171223-22:17:54:167,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128831,calculateCaloriesWithCache totalCalories= <*>,Event60
523,524,20171223-22:17:54:175,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
524,525,20171223-22:17:54:176,Step_StandReportReceiver,30002312,REPORT : 7103 5071 152146 240,REPORT : <*> <*> <*> <*>,Event51
525,526,20171223-22:17:54:849,Step_LSC,30002312,onStandStepChanged 3676,onStandStepChanged <*>,Event56
526,527,20171223-22:17:54:864,Step_LSC,30002312,onExtend:1514038675000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
527,528,20171223-22:17:55:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7103##548580##8661##16256##27318472, getTodayTotalDetailSteps = <*>,Event58
528,529,20171223-22:17:55:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7104##548581##8661##16256##27319473,setTodayTotalDetailSteps= <*>,Event59
529,530,20171223-22:17:55:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128853,calculateCaloriesWithCache totalCalories= <*>,Event60
530,531,20171223-22:17:55:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
531,532,20171223-22:17:55:169,Step_StandReportReceiver,30002312,REPORT : 7104 5072 152167 240,REPORT : <*> <*> <*> <*>,Event51
532,533,20171223-22:17:55:348,Step_LSC,30002312,onStandStepChanged 3677,onStandStepChanged <*>,Event56
533,534,20171223-22:17:55:381,Step_LSC,30002312,onExtend:1514038676000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
534,535,20171223-22:17:55:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7104##548581##8661##16256##27319473, getTodayTotalDetailSteps = <*>,Event58
535,536,20171223-22:17:55:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7105##548582##8661##16256##27319968,setTodayTotalDetailSteps= <*>,Event59
536,537,20171223-22:17:55:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128874,calculateCaloriesWithCache totalCalories= <*>,Event60
537,538,20171223-22:17:55:660,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
538,539,20171223-22:17:55:664,Step_StandReportReceiver,30002312,REPORT : 7105 5072 152189 240,REPORT : <*> <*> <*> <*>,Event51
539,540,20171223-22:17:56:349,Step_LSC,30002312,onStandStepChanged 3678,onStandStepChanged <*>,Event56
540,541,20171223-22:17:56:361,Step_LSC,30002312,onExtend:1514038677000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
541,542,20171223-22:17:56:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7105##548582##8661##16256##27319968, getTodayTotalDetailSteps = <*>,Event58
542,543,20171223-22:17:56:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7106##548583##8661##16256##27320969,setTodayTotalDetailSteps= <*>,Event59
543,544,20171223-22:17:56:666,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128895,calculateCaloriesWithCache totalCalories= <*>,Event60
544,545,20171223-22:17:56:671,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
545,546,20171223-22:17:56:678,Step_StandReportReceiver,30002312,REPORT : 7106 5073 152210 240,REPORT : <*> <*> <*> <*>,Event51
546,547,20171223-22:17:57:349,Step_LSC,30002312,onStandStepChanged 3679,onStandStepChanged <*>,Event56
547,548,20171223-22:17:57:372,Step_LSC,30002312,onExtend:1514038678000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
548,549,20171223-22:17:57:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7106##548583##8661##16256##27320969, getTodayTotalDetailSteps = <*>,Event58
549,550,20171223-22:17:57:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7107##548584##8661##16256##27321969,setTodayTotalDetailSteps= <*>,Event59
550,551,20171223-22:17:57:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128917,calculateCaloriesWithCache totalCalories= <*>,Event60
551,552,20171223-22:17:57:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
552,553,20171223-22:17:57:662,Step_StandReportReceiver,30002312,REPORT : 7107 5074 152231 240,REPORT : <*> <*> <*> <*>,Event51
553,554,20171223-22:17:57:849,Step_LSC,30002312,onStandStepChanged 3681,onStandStepChanged <*>,Event56
554,555,20171223-22:17:57:862,Step_LSC,30002312,onExtend:1514038678000 2 0 4,onExtend: <*> <*> <*> <*>,Event57
555,556,20171223-22:17:58:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7107##548584##8661##16256##27321969, getTodayTotalDetailSteps = <*>,Event58
556,557,20171223-22:17:58:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7109##548585##8661##16256##27322469,setTodayTotalDetailSteps= <*>,Event59
557,558,20171223-22:17:58:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128960,calculateCaloriesWithCache totalCalories= <*>,Event60
558,559,20171223-22:17:58:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
559,560,20171223-22:17:58:167,Step_StandReportReceiver,30002312,REPORT : 7109 5075 152274 240,REPORT : <*> <*> <*> <*>,Event51
560,561,20171223-22:17:59:858,Step_LSC,30002312,onStandStepChanged 3683,onStandStepChanged <*>,Event56
561,562,20171223-22:17:59:872,Step_LSC,30002312,onExtend:1514038680000 2 0 4,onExtend: <*> <*> <*> <*>,Event57
562,563,20171223-22:18:0:134,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
563,564,20171223-22:18:0:158,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7109##548585##8661##16256##27322469, getTodayTotalDetailSteps = <*>,Event58
564,565,20171223-22:18:0:159,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7111##548640##8661##16256##27324478,setTodayTotalDetailSteps= <*>,Event59
565,566,20171223-22:18:0:168,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129002,calculateCaloriesWithCache totalCalories= <*>,Event60
566,567,20171223-22:18:0:171,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
567,568,20171223-22:18:0:172,Step_StandReportReceiver,30002312,REPORT : 7111 5077 152317 240,REPORT : <*> <*> <*> <*>,Event51
568,569,20171223-22:18:1:349,Step_LSC,30002312,onStandStepChanged 3684,onStandStepChanged <*>,Event56
569,570,20171223-22:18:1:361,Step_LSC,30002312,onExtend:1514038682000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
570,571,20171223-22:18:1:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7111##548640##8661##16256##27324478, getTodayTotalDetailSteps = <*>,Event58
571,572,20171223-22:18:1:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7112##548695##8661##16256##27325968,setTodayTotalDetailSteps= <*>,Event59
572,573,20171223-22:18:1:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129024,calculateCaloriesWithCache totalCalories= <*>,Event60
573,574,20171223-22:18:1:663,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
574,575,20171223-22:18:1:664,Step_StandReportReceiver,30002312,REPORT : 7112 5077 152339 240,REPORT : <*> <*> <*> <*>,Event51
575,576,20171223-22:18:2:349,Step_LSC,30002312,onStandStepChanged 3685,onStandStepChanged <*>,Event56
576,577,20171223-22:18:2:363,Step_LSC,30002312,onExtend:1514038683000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
577,578,20171223-22:18:2:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7112##548695##8661##16256##27325968, getTodayTotalDetailSteps = <*>,Event58
578,579,20171223-22:18:2:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7113##548750##8661##16256##27326969,setTodayTotalDetailSteps= <*>,Event59
579,580,20171223-22:18:2:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129045,calculateCaloriesWithCache totalCalories= <*>,Event60
580,581,20171223-22:18:2:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
581,582,20171223-22:18:2:662,Step_StandReportReceiver,30002312,REPORT : 7113 5078 152360 240,REPORT : <*> <*> <*> <*>,Event51
582,583,20171223-22:18:5:351,Step_LSC,30002312,onStandStepChanged 3686,onStandStepChanged <*>,Event56
583,584,20171223-22:18:5:358,Step_LSC,30002312,onExtend:1514038686000 1 0 4,onExtend: <*> <*> <*> <*>,Event57
584,585,20171223-22:18:5:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7113##548750##8661##16256##27326969, getTodayTotalDetailSteps = <*>,Event58
585,586,20171223-22:18:5:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548805##8661##16256##27329972,setTodayTotalDetailSteps= <*>,Event59
586,587,20171223-22:18:5:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,calculateCaloriesWithCache totalCalories= <*>,Event60
587,588,20171223-22:18:5:684,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
588,589,20171223-22:18:5:684,Step_StandReportReceiver,30002312,REPORT : 7114 5079 152381 240,REPORT : <*> <*> <*> <*>,Event51
589,590,20171223-22:18:5:849,Step_LSC,30002312,onStandStepChanged 3686,onStandStepChanged <*>,Event56
590,591,20171223-22:18:5:854,Step_LSC,30002312,onExtend:1514038686000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
591,592,20171223-22:18:6:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548805##8661##16256##27329972, getTodayTotalDetailSteps = <*>,Event58
592,593,20171223-22:18:6:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548860##8661##16256##27330470,setTodayTotalDetailSteps= <*>,Event59
593,594,20171223-22:18:6:164,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,calculateCaloriesWithCache totalCalories= <*>,Event60
594,595,20171223-22:18:6:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
595,596,20171223-22:19:0:138,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
596,597,20171223-22:19:7:854,Step_LSC,30002312,onStandStepChanged 3689,onStandStepChanged <*>,Event56
597,598,20171223-22:19:7:865,Step_LSC,30002312,onExtend:1514038748000 3 0 4,onExtend: <*> <*> <*> <*>,Event57
598,599,20171223-22:19:8:155,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548860##8661##16256##27330470, getTodayTotalDetailSteps = <*>,Event58
599,600,20171223-22:19:8:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7117##548865##8661##16256##27392475,setTodayTotalDetailSteps= <*>,Event59
600,601,20171223-22:19:8:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129131,calculateCaloriesWithCache totalCalories= <*>,Event60
601,602,20171223-22:19:8:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
602,603,20171223-22:19:8:167,Step_StandReportReceiver,30002312,REPORT : 7117 5081 152446 240,REPORT : <*> <*> <*> <*>,Event51
603,604,20171223-22:19:8:357,Step_LSC,30002312,onStandStepChanged 3694,onStandStepChanged <*>,Event56
604,605,20171223-22:19:8:365,Step_LSC,30002312,onExtend:1514038749000 5 0 4,onExtend: <*> <*> <*> <*>,Event57
605,606,20171223-22:19:8:658,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7117##548865##8661##16256##27392475, getTodayTotalDetailSteps = <*>,Event58
606,607,20171223-22:19:8:660,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7122##548870##8661##16256##27392978,setTodayTotalDetailSteps= <*>,Event59
607,608,20171223-22:19:8:675,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129238,calculateCaloriesWithCache totalCalories= <*>,Event60
608,609,20171223-22:19:8:686,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
609,610,20171223-22:19:8:686,Step_StandReportReceiver,30002312,REPORT : 7122 5085 152553 240,REPORT : <*> <*> <*> <*>,Event51
610,611,20171223-22:19:8:849,Step_LSC,30002312,onStandStepChanged 3696,onStandStepChanged <*>,Event56
611,612,20171223-22:19:8:862,Step_LSC,30002312,onExtend:1514038749000 2 0 4,onExtend: <*> <*> <*> <*>,Event57
612,613,20171223-22:19:9:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7122##548870##8661##16256##27392978, getTodayTotalDetailSteps = <*>,Event58
613,614,20171223-22:19:9:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7124##548875##8661##16256##27393470,setTodayTotalDetailSteps= <*>,Event59
614,615,20171223-22:19:9:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129281,calculateCaloriesWithCache totalCalories= <*>,Event60
615,616,20171223-22:19:9:163,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
616,617,20171223-22:19:9:169,Step_StandReportReceiver,30002312,REPORT : 7124 5086 152596 240,REPORT : <*> <*> <*> <*>,Event51
617,618,20171223-22:19:9:348,Step_LSC,30002312,onStandStepChanged 3698,onStandStepChanged <*>,Event56
618,619,20171223-22:19:9:359,Step_LSC,30002312,onExtend:1514038750000 2 0 4,onExtend: <*> <*> <*> <*>,Event57
619,620,20171223-22:19:9:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7124##548875##8661##16256##27393470, getTodayTotalDetailSteps = <*>,Event58
620,621,20171223-22:19:9:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7126##548880##8661##16256##27393971,setTodayTotalDetailSteps= <*>,Event59
621,622,20171223-22:19:9:662,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129324,calculateCaloriesWithCache totalCalories= <*>,Event60
622,623,20171223-22:19:9:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
623,624,20171223-22:19:9:671,Step_StandReportReceiver,30002312,REPORT : 7126 5087 152638 240,REPORT : <*> <*> <*> <*>,Event51
624,625,20171223-22:19:9:849,Step_LSC,30002312,onStandStepChanged 3700,onStandStepChanged <*>,Event56
625,626,20171223-22:19:9:859,Step_LSC,30002312,onExtend:1514038750000 2 0 4,onExtend: <*> <*> <*> <*>,Event57
626,627,20171223-22:19:10:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7126##548880##8661##16256##27393971, getTodayTotalDetailSteps = <*>,Event58
627,628,20171223-22:19:10:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7128##548885##8661##16256##27394469,setTodayTotalDetailSteps= <*>,Event59
628,629,20171223-22:19:10:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129366,calculateCaloriesWithCache totalCalories= <*>,Event60
629,630,20171223-22:19:10:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
630,631,20171223-22:19:10:165,Step_StandReportReceiver,30002312,REPORT : 7128 5089 152681 240,REPORT : <*> <*> <*> <*>,Event51
631,632,20171223-22:19:10:348,Step_LSC,30002312,onStandStepChanged 3702,onStandStepChanged <*>,Event56
632,633,20171223-22:19:10:362,Step_LSC,30002312,onExtend:1514038751000 2 0 4,onExtend: <*> <*> <*> <*>,Event57
633,634,20171223-22:19:10:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7128##548885##8661##16256##27394469, getTodayTotalDetailSteps = <*>,Event58
634,635,20171223-22:19:10:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7130##548890##8661##16256##27394969,setTodayTotalDetailSteps= <*>,Event59
635,636,20171223-22:19:10:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129409,calculateCaloriesWithCache totalCalories= <*>,Event60
