,LineId,Month,Date,Time,User,Component,PID,Address,Content,template,EventId
607,608,Jul,3,16:36:49,calvisitor-10-105-160-184,corecaptured,33544,,CCFile::captureLog,CCFile::captureLog,Event279
608,609,Jul,3,16:36:55,calvisitor-10-105-160-184,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,-[ NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the0 primary key failed. Dropping the1 journal record.,Event359
609,610,Jul,3,16:42:37,calvisitor-10-105-160-184,kernel,0,,ARPT: 683172.046921: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],ARPT: <*> AirPort_Brcm43xx::syncPowerState: WWEN[ enabled] ,Event375
610,611,Jul,3,16:42:37,calvisitor-10-105-160-184,kernel,0,,ARPT: 683173.929950: ARPT: Wake Reason: Wake on Scan offload,ARPT:0 <*> ARPT:1 Wake0 Reason: Wake1 on Scan offload,Event268
611,612,Jul,3,16:56:42,calvisitor-10-105-160-184,kernel,0,,"ARPT: 683239.026135: wl0: MDNS: 0 SRV Recs, 0 TXT Recs","ARPT: <*> wl0: MDNS: <*> SRV Recs, <*> TXT Recs",Event222
612,613,Jul,3,17:10:11,calvisitor-10-105-160-184,kernel,0,,hibernate image path: /var/vm/sleepimage,hibernate image path: /var/vm/sleepimage,Event380
613,614,Jul,3,17:10:11,calvisitor-10-105-160-184,kernel,0,,hibernate_flush_memory: buffer_cache_gc freed up 13202 wired pages,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages,Event60
614,615,Jul,3,17:10:11,calvisitor-10-105-160-184,kernel,0,,"hibernate_machine_init pagesDone 455920 sum2 81cafc41, time: 185 ms, disk(0x20000) 847 Mb/s, comp bytes: 47288320 time: 32 ms 1369 Mb/s, crypt bytes: 158441472 time: 38 ms 3973 Mb/s","hibernate_machine_init pagesDone <*> sum2 <*> time:0 <*> ms, <*> <*> Mb/s,0 comp bytes:0 <*> time:1 <*> <*> <*> Mb/s,1 crypt bytes:1 <*> time:2 <*> <*> <*> Mb/s",Event128
615,616,Jul,3,17:10:11,calvisitor-10-105-160-184,com.apple.CDScheduler,43,,Thermal pressure state: 1 Memory pressure state: 0,Thermal pressure0 state:0 <*> Memory pressure1 state:1 <*>,Event319
616,617,Jul,3,17:10:11,calvisitor-10-105-160-184,BezelServices 255.10,94,,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[ DriverServices getDeviceAddress:] line: <*>,Event183
617,618,Jul,3,17:23:55,calvisitor-10-105-160-184,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 4,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>,Event213
618,619,Jul,3,17:23:55,calvisitor-10-105-160-184,kernel,0,,hibernate_machine_init reading,hibernate_machine_init reading,Event376
619,620,Jul,3,17:23:55,calvisitor-10-105-160-184,UserEventAgent,43,,assertion failed: 15G1510: com.apple.telemetry + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC]: 0x7fc235807b90,assertion failed: <*> com.apple.telemetry + <*> [ <*> : <*>,Event172
620,621,Jul,3,17:25:12,calvisitor-10-105-160-184,kernel,0,,hibernate_flush_memory: buffer_cache_gc freed up 3349 wired pages,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages,Event60
621,622,Jul,3,17:25:12,calvisitor-10-105-160-184,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0,Thermal pressure0 state:0 <*> Memory pressure1 state:1 <*>,Event319
622,623,Jul,3,17:25:12,calvisitor-10-105-160-184,UserEventAgent,43,,assertion failed: 15G1510: com.apple.telemetry + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC]: 0x7fc235807b90,assertion failed: <*> com.apple.telemetry + <*> [ <*> : <*>,Event172
623,624,Jul,3,17:25:13,calvisitor-10-105-160-184,kernel,0,,AirPort: Link Up on awdl0,AirPort: Link Up on awdl0,Event256
624,625,Jul,3,17:25:15,calvisitor-10-105-160-184,Dock,307,,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-04 00:25:15 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),-[ UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) <*> <*> <*> confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m <*>,Event404
625,626,Jul,3,17:25:31,calvisitor-10-105-160-184,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0,Thermal pressure0 state:0 <*> Memory pressure1 state:1 <*>,Event319
626,627,Jul,3,17:26:04,calvisitor-10-105-160-184,WeChat,24144,,jemmytest,jemmytest,Event388
627,628,Jul,3,17:37:47,calvisitor-10-105-160-184,kernel,0,,hibernate_setup(0) took 4429 ms,hibernate_setup(0) took <*> ms,Event365
628,629,Jul,3,17:37:47,calvisitor-10-105-160-184,kernel,0,,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- 0x6800 ****,****0 <*> IOBluetoothFamily] <*> ProcessBluetoothTransportShowsUpActionWL] <*> calling IOBluetoothFamily's registerService() <*> <*> <*> <*> <*> <*> ****1,Event71
629,630,Jul,3,17:37:47,calvisitor-10-105-160-184,kernel,0,,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- 0x5fd0 -- 0x9a00 -- 0x6800 ****,****0 <*> IOBluetoothFamily] <*> ProcessBluetoothTransportShowsUpActionWL] <*> Connected to the transport successfully <*> <*> <*> <*> <*> <*> ****1,Event61
630,631,Jul,3,17:37:48,calvisitor-10-105-160-184,blued,85,,hciControllerOnline; HID devices? 0,hciControllerOnline; HID devices? <*>,Event62
631,632,Jul,3,17:37:48,calvisitor-10-105-160-184,blued,85,,INIT -- Host controller is published,INIT -- Host controller is published,Event216
632,633,Jul,3,17:51:25,calvisitor-10-105-160-184,kernel,0,,"polled file major 1, minor 0, blocksize 4096, pollers 5",polled file major <*> minor <*> blocksize <*> pollers <*>,Event187
633,634,Jul,3,17:51:53,calvisitor-10-105-160-184,AddressBookSourceSync,33632,,Unrecognized attribute value: t:AbchPersonItemType,Unrecognized attribute value: t:AbchPersonItemType,Event116
634,635,Jul,3,17:52:07,calvisitor-10-105-160-184,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error <*> ""Account identity0 not0 set"" UserInfo={NSDescription=Account identity1 not1 set}",Event405
635,636,Jul,3,18:06:58,calvisitor-10-105-160-184,kernel,0,,BuildActDeviceEntry exit,BuildActDeviceEntry exit,Event130
636,637,Jul,3,18:07:09,authorMacBook-Pro,networkd,195,,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc21242 119.81.102.227:80,<*> NETClientConnection evaluateCrazyIvan46] _block_invoke <*> - Hit by torpedo! <*> <*> <*>,Event367
637,638,Jul,3,18:34:20,calvisitor-10-105-162-32,kernel,0,,AppleCamIn::handleWakeEvent_gated,AppleCamIn::handleWakeEvent_gated,Event312
638,639,Jul,3,18:35:05,calvisitor-10-105-162-32,mDNSResponder,91,,mDNS_DeregisterInterface: Frequent transitions for interface en0 (10.105.162.32),mDNS_DeregisterInterface: Frequent transitions for interface <*> <*>,Event63
639,640,Jul,3,18:35:06,calvisitor-10-105-162-32,kernel,0,,"ARPT: 683604.474196: IOPMPowerSource Information: onSleep,  SleepType: Standby,  'ExternalConnected': No, 'TimeRemaining': 578,","ARPT: <*> IOPMPowerSource Information: onSleep, SleepType: Standby, 'ExternalConnected': No, 'TimeRemaining': <*> ",Event64
640,641,Jul,3,18:47:54,calvisitor-10-105-162-32,kernel,0,,ARPT: 683617.825411: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],ARPT: <*> AirPort_Brcm43xx::platformWoWEnable: WWEN[ disable] ,Event285
641,642,Jul,3,18:47:59,calvisitor-10-105-162-32,kernel,0,,ARPT: 683623.036953: wl0: setup_keepalive: Remote IP: 17.249.12.155,ARPT: <*> wl0: setup_keepalive: Remote IP: <*>,Event230
642,643,Jul,3,18:56:23,calvisitor-10-105-162-32,kernel,0,,Wake reason: ARPT (Network),Wake reason: ARPT (Network),Event361
643,644,Jul,3,18:56:23,calvisitor-10-105-162-32,kernel,0,,AppleActuatorHIDEventDriver: message service is terminated,AppleActuatorHIDEventDriver: message service is terminated,Event65
644,645,Jul,3,18:56:23,calvisitor-10-105-162-32,BezelServices 255.10,94,,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[ DriverServices getDeviceAddress:] line: <*>,Event183
645,646,Jul,3,18:56:23,authorMacBook-Pro,com.apple.WebKit.WebContent,25654,,[18:56:23.837] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,<*> <*> <<<< CRABS >>>> crabsFlumeHostUnavailable: <*> <*> Byte flume reports host unavailable.,Event66
646,647,Jul,3,18:56:27,authorMacBook-Pro,kernel,0,,en0: BSSID changed to 64:d9:89:6b:b5:33,en0: BSSID changed to <*>,Event290
647,648,Jul,3,18:56:33,calvisitor-10-105-162-32,QQ,10018,,button report: 0x80039B7,button report: <*>,Event369
648,649,Jul,3,18:57:01,calvisitor-10-105-162-32,corecaptured,33660,,"CCFile::captureLog Received Capture notice id: 1499133420.914478, reason = DeauthInd:sts:0_rsn:7",CCFile::captureLog Received Capture notice id: <*> reason = DeauthInd:sts:0_rsn:7,Event67
649,650,Jul,3,18:57:12,calvisitor-10-105-162-32,kernel,0,,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,Event269
650,651,Jul,3,18:57:12,calvisitor-10-105-162-32,corecaptured,33660,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_18,57,12.221233]-AirPortBrcm4360_Logs-005.txt, Current File [2017-07-03_18,57,12.221233]-AirPortBrcm4360_Logs-005.txt",CCFile::captureLogRun Skipping current file0 Dir file1 <*> <*> <*> <*> <*> Current File <*> <*> <*> <*> <*>,Event349
651,652,Jul,3,18:57:57,calvisitor-10-105-162-32,kernel,0,,payload Data 07 00,payload Data <*> <*>,Event68
652,653,Jul,3,18:57:57,calvisitor-10-105-162-32,kernel,0,,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key,<*> HID] <*> ATC] <*> Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key,Event69
653,654,Jul,3,18:57:57,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,AppleCamIn::systemWakeCall - messageType = <*>,Event409
654,655,Jul,3,18:57:59,authorMacBook-Pro,kernel,0,,en0: 802.11d country code set to 'US'.,en0: <*> country code set to 'US'.,Event85
655,656,Jul,3,18:58:10,authorMacBook-Pro,corecaptured,33660,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile::captureLogRun() Exiting CCFile::captureLogRun,Event343
656,657,Jul,3,18:58:18,authorMacBook-Pro,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,nw_nat64_post_new_ifstate successfully changed <*> ifstate from <*> to <*>,Event347
657,658,Jul,3,18:58:54,calvisitor-10-105-162-32,kernel,0,,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)","IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",Event307
658,659,Jul,3,19:04:48,calvisitor-10-105-162-32,kernel,0,,WARNING: hibernate_page_list_setall skipped 11799 xpmapped pages,WARNING: hibernate_page_list_setall skipped <*> xpmapped pages,Event179
659,660,Jul,3,19:04:48,calvisitor-10-105-162-32,kernel,0,,"hibernate_teardown: wired_pages 544767, free_pages 3578340, active_pages 40000, inactive_pages 0, speculative_pages 0, cleaned_pages 0, compressor_pages 112",hibernate_teardown: wired_pages <*> free_pages <*> active_pages <*> inactive_pages <*> speculative_pages <*> cleaned_pages <*> compressor_pages <*>,Event70
660,661,Jul,3,19:04:48,calvisitor-10-105-162-32,kernel,0,,"pages 554018, wire 418692, act 40000, inact 0, cleaned 0 spec 0, zf 0, throt 0, compr 112, xpmapped 40000",pages <*> wire <*> act <*> inact <*> cleaned <*> spec <*> zf <*> throt <*> compr <*> xpmapped <*>,Event190
661,662,Jul,3,19:04:48,calvisitor-10-105-162-32,blued,85,,[BluetoothHIDDeviceController] EventServiceConnectedCallback,[ BluetoothHIDDeviceController] EventServiceConnectedCallback,Event166
662,663,Jul,3,19:04:48,calvisitor-10-105-162-32,kernel,0,,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- 0xc800 ****,****0 <*> IOBluetoothFamily] <*> ProcessBluetoothTransportShowsUpActionWL] <*> calling IOBluetoothFamily's registerService() <*> <*> <*> <*> <*> <*> ****1,Event71
663,664,Jul,3,19:04:52,calvisitor-10-105-162-32,kernel,0,,ARPT: 683779.928118: framerdy 0x0 bmccmd 3 framecnt 1024,ARPT: <*> framerdy <*> bmccmd <*> framecnt <*>,Event278
664,665,Jul,3,19:04:52,calvisitor-10-105-162-32,kernel,0,,ARPT: 683780.224800: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0,ARPT: <*> AQM agg results <*> len hi/lo: <*> <*> BAbitmap(0-3) <*> <*> <*> <*>,Event211
665,666,Jul,3,19:04:52,calvisitor-10-105-162-32,corecaptured,33660,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile::captureLogRun() Exiting CCFile::captureLogRun,Event343
666,667,Jul,3,19:04:53,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[19:04:53.965] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line 92,[ <*> FigAgglomeratorSetObjectForKey signalled <*> (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line <*>,Event264
667,668,Jul,3,19:04:54,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 21353 failed: 3 - No network route,tcp_connection_handle_connect_conditions_bad <*> failed: <*> - No network route,Event374
668,669,Jul,3,19:04:58,authorMacBook-Pro,corecaptured,33660,,Received Capture Event,Received Capture Event,Event293
669,670,Jul,3,19:05:32,calvisitor-10-105-162-32,kernel,0,,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)","IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",Event307
670,671,Jul,3,19:05:37,calvisitor-10-105-162-32,corecaptured,33660,,"CCFile::copyFile fileName is [2017-07-03_19,04,57.722196]-io80211Family-018.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_19,04,57.722196]-io80211Family-018.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_19,05,37.535347]=AuthFail:sts:2_rsn:0/IO80211AWDLPeerManager//[2017-07-03_19,04,57.722196]-io80211Family-018.pcapng",CCFile::copyFile fileName is [ <*> <*> <*> <*> source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[ <*> <*> <*> <*> dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[ <*> <*> <*> <*> <*> <*> <*> <*>,Event386
671,672,Jul,3,19:11:46,calvisitor-10-105-162-32,kernel,0,,RTC: PowerByCalendarDate setting ignored,RTC: PowerByCalendarDate setting ignored,Event302
672,673,Jul,3,19:11:48,authorMacBook-Pro,corecaptured,33660,,Received Capture Event,Received Capture Event,Event293
673,674,Jul,3,19:11:55,calvisitor-10-105-162-32,QQ,10018,,button report: 0x8002be0,button report: <*>,Event369
674,675,Jul,3,19:46:35,authorMacBook-Pro,kernel,0,,hibernate_rebuild_pmap_structs done: last_valid_compact_indx 285862,hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>,Event72
675,676,Jul,3,19:46:35,authorMacBook-Pro,kernel,0,,BuildActDeviceEntry enter,BuildActDeviceEntry enter,Event180
676,677,Jul,3,19:46:41,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Authenticated,Captive: CNPluginHandler en0: Authenticated,Event387
677,678,Jul,3,19:55:29,calvisitor-10-105-161-225,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route <*> <*> port <*> <*> unplug <*> <*>,Event357
678,679,Jul,3,19:55:30,calvisitor-10-105-161-225,kernel,0,,"en0: channel changed to 132,+1",en0: channel changed to <*> <*>,Event220
679,680,Jul,3,20:07:56,calvisitor-10-105-161-225,mdworker,33804,,(ImportBailout.Error:1331) Asked to exit for Diskarb,(ImportBailout.Error:1331) Asked to exit for Diskarb,Event73
680,681,Jul,3,20:16:59,calvisitor-10-105-161-225,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.33827,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.History.xpc/Contents/MacOS/com.apple.Safari.History error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc","Path not0 allowed <*> target domain: type <*> pid, path <*> <*> error <*> <*> The specified service did not1 ship <*> the requestor's bundle, origin <*> /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc",Event393
681,682,Jul,3,20:20:37,calvisitor-10-105-161-225,com.apple.WebKit.WebContent,32778,,[20:20:37.119] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,[ <*> <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,Event298
682,683,Jul,3,20:25:13,calvisitor-10-105-161-225,GoogleSoftwareUpdateAgent,33847,,2017-07-03 20:25:13.378 GoogleSoftwareUpdateAgent[33847/0x7000002a0000] [lvl=2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:0x10053b310 productID=com.google.Keystone version=1.2.8.57 xc=<KSPathExistenceChecker:0x10053ac30 path=/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle> url=https://tools.google.com/service/update2 creationDate=2017-02-18 15:41:17 ticketVersion=1 > )} Using server: <KSOmahaServer:0x100248090 engine=<KSUpdateEngine:0x1007249c0> >,<*> <*> GoogleSoftwareUpdateAgent[ <*> [ lvl=2] -[ KSUpdateCheckAction0 performAction] KSUpdateCheckAction1 starting update check for ticket(s): {( <*> productID=com.google.Keystone <*> xc=<KSPathExistenceChecker:0x10053ac30 path=/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle> url=https://tools.google.com/service/update2 <*> <*> ticketVersion=1 <*> )} Using server: <*> engine=<KSUpdateEngine:0x1007249c0> <*>,Event74
683,684,Jul,3,20:55:46,calvisitor-10-105-161-225,com.apple.WebKit.WebContent,32778,,[20:55:46.310] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line 92,[ <*> FigAgglomeratorSetObjectForKey signalled <*> (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line <*>,Event264
684,685,Jul,3,20:56:39,calvisitor-10-105-161-225,WeChat,24144,,jemmytest,jemmytest,Event388
685,686,Jul,3,20:56:57,calvisitor-10-105-161-225,QQ,10018,,FA||Url||taskID[2019353376] dealloc,FA||Url||taskID[ <*> dealloc,Event370
686,687,Jul,3,21:03:03,calvisitor-10-105-161-225,com.apple.WebKit.WebContent,32778,,[21:03:03.265] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line 92,[ <*> FigAgglomeratorSetObjectForKey signalled <*> (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line <*>,Event264
687,688,Jul,3,21:07:43,calvisitor-10-105-161-225,com.apple.WebKit.WebContent,32778,,[21:07:43.005] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,[ <*> <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,Event298
688,689,Jul,3,21:17:04,calvisitor-10-105-161-225,Safari,9852,,KeychainGetICDPStatus: status: off,KeychainGetICDPStatus: status: off,Event320
689,690,Jul,3,21:20:07,calvisitor-10-105-161-225,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.,Event391
690,691,Jul,3,21:23:13,calvisitor-10-105-161-225,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.33936,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.ImageDecoder.xpc/Contents/MacOS/com.apple.Safari.ImageDecoder error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc","Path not0 allowed <*> target domain: type <*> pid, path <*> <*> error <*> <*> The specified service did not1 ship <*> the requestor's bundle, origin <*> /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc",Event393
691,692,Jul,3,21:27:07,calvisitor-10-105-161-225,com.apple.WebKit.WebContent,32778,,[21:27:07.761] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line 92,[ <*> FigAgglomeratorSetObjectForKey signalled <*> (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line <*>,Event264
692,693,Jul,3,21:30:39,calvisitor-10-105-161-225,ntpd,207,,sigio_handler: sigio_handler_active != 1,sigio_handler: sigio_handler_active != <*>,Event360
693,694,Jul,3,21:30:39,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 21502 failed: 3 - No network route,tcp_connection_handle_connect_conditions_bad <*> failed: <*> - No network route,Event374
694,695,Jul,3,21:30:39,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 21503 failed: 3 - No network route,tcp_connection_handle_connect_conditions_bad <*> failed: <*> - No network route,Event374
695,696,Jul,3,21:30:41,authorMacBook-Pro,corecaptured,33951,,CCFile::captureLog,CCFile::captureLog,Event279
696,697,Jul,3,21:30:41,authorMacBook-Pro,corecaptured,33951,,"CCFile::copyFile fileName is [2017-07-03_21,30,41.859869]-CCIOReporter-002.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_21,30,41.859869]-CCIOReporter-002.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_21,30,40.703152]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_21,30,41.859869]-CCIOReporter-002.xml",CCFile::copyFile fileName is [ <*> <*> <*> <*> source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[ <*> <*> <*> <*> dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[ <*> <*> <*> <*> <*> <*> <*> <*>,Event350
697,698,Jul,3,21:30:44,authorMacBook-Pro,kernel,0,,en0: channel changed to 1,en0: channel changed to <*>,Event304
698,699,Jul,3,21:30:50,authorMacBook-Pro,kernel,0,,Sandbox: QQ(10018) deny(1) mach-lookup com.apple.networking.captivenetworksupport,Sandbox: <*> deny(1) mach-lookup com.apple.networking.captivenetworksupport,Event87
699,700,Jul,3,21:30:54,authorMacBook-Pro,networkd,195,,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc21519 184.105.67.74:443,<*> NETClientConnection evaluateCrazyIvan46] _block_invoke <*> - Hit by torpedo! <*> <*> <*>,Event367
700,701,Jul,3,21:30:55,airbears2-10-142-110-255,kernel,0,,Sandbox: com.apple.Addres(33959) deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox: com.apple.Addres(33959) deny(1) network-outbound /private/var/run/mDNSResponder,Event75
701,702,Jul,3,21:35:36,airbears2-10-142-110-255,locationd,82,,Location icon should now be in state 'Inactive',Location icon should now be in state 'Inactive',Event401
702,703,Jul,3,21:41:47,airbears2-10-142-110-255,com.apple.WebKit.WebContent,32778,,[21:41:47.568] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,[ <*> <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,Event298
703,704,Jul,3,22:16:48,airbears2-10-142-110-255,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.,Event391
704,705,Jul,3,22:32:26,airbears2-10-142-110-255,WeChat,24144,,jemmytest,jemmytest,Event388
705,706,Jul,3,23:07:12,airbears2-10-142-110-255,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 320, items, fQueryRetries, 1, fLastRetryTimestamp, 520841203.7","NETWORK: requery, <*> <*> <*> <*> <*> items, fQueryRetries, <*> fLastRetryTimestamp, <*>",Event315
706,707,Jul,3,23:07:40,airbears2-10-142-110-255,locationd,82,,Location icon should now be in state 'Active',Location icon should now be in state 'Active',Event265
707,708,Jul,3,23:16:10,airbears2-10-142-110-255,QQ,10018,,FA||Url||taskID[2019353410] dealloc,FA||Url||taskID[ <*> dealloc,Event370
