,LineId,Date,Time,Pid,Tid,Level,Component,Content,template,EventId
306,307,03-17,16:13:47.585,1702,1702,I,NotificationManager,"cancelNotification,index:-1","cancelNotification, index: <*>",Event143
307,308,03-17,16:13:47.590,1702,2113,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =122","cancelNotificationWithTag pid <*> uid <*> <*> tag <*> null, pkg <*> com.tencent.mobileqq, id <*> <*>",Event69
308,309,03-17,16:13:47.598,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn( true) ,Event97
309,310,03-17,16:13:47.599,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=508 newVal=508 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= <*> mask= <*> oldVal= <*> newVal= <*> diff= <*> fullscreenStackVis= <*> dockedStackVis= <*> fullscreenStackBounds= Rect(0 <*> <*> <*> <*> <*> , dockedStackBounds= Rect(1 <*> <*> <*> <*> <*> ",Event100
310,311,03-17,16:13:47.599,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=508 newVal=40000500 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= <*> mask= <*> oldVal= <*> newVal= <*> diff= <*> fullscreenStackVis= <*> dockedStackVis= <*> fullscreenStackBounds= Rect(0 <*> <*> <*> <*> <*> , dockedStackBounds= Rect(1 <*> <*> <*> <*> <*> ",Event100
311,312,03-17,16:13:47.600,2227,2227,I,PhoneStatusBar,cancelAutohide,cancelAutohide,Event101
312,313,03-17,16:13:47.600,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500",notifyUiVisibilityChanged: vis= <*> SystemUiVisibility= <*>,Event102
313,314,03-17,16:13:47.600,2227,2227,D,PhoneStatusBar,makeExpandedInvisible: mExpandedVisible=true,makeExpandedInvisible: mExpandedVisible= true,Event126
314,315,03-17,16:13:47.600,2227,2227,I,PanelView,closeQs,closeQs,Event131
315,316,03-17,16:13:47.601,2227,2227,I,PanelView,cancelPeek: false,cancelPeek: false,Event128
316,317,03-17,16:13:47.601,2227,2227,I,PanelView,instantCollapse,instantCollapse,Event127
317,318,03-17,16:13:47.601,2227,2227,I,PanelView,cancelPeek: false,cancelPeek: false,Event128
318,319,03-17,16:13:47.601,2227,2227,I,PanelView,closeQs,closeQs,Event131
319,320,03-17,16:13:47.602,2227,2227,I,PhoneStatusBar,resumeSuspendedAutohide,resumeSuspendedAutohide,Event133
320,321,03-17,16:13:47.603,2227,2227,D,PhoneStatusBar,disable: < expand icons* alerts system_info* back home recent clock navigationbar search quick_settings >,disable: < expand <*> alerts <*> back home recent clock navigationbar search quick_settings >,Event134
321,322,03-17,16:13:47.631,1702,2555,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =123","cancelNotificationWithTag pid <*> uid <*> <*> tag <*> null, pkg <*> com.tencent.mobileqq, id <*> <*>",Event69
322,323,03-17,16:13:47.631,1702,1702,I,NotificationManager,"cancelNotification,index:-1","cancelNotification, index: <*>",Event143
323,324,03-17,16:13:47.632,1702,1702,I,NotificationManager,"cancelNotification,index:-1","cancelNotification, index: <*>",Event143
324,325,03-17,16:13:47.638,1702,2618,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
325,326,03-17,16:13:47.640,1702,3697,D,PowerManagerService,"release:lock=189667585, flg=0x0, tag=""*launch*"", name=android"", ws=WorkSource{10111}, uid=1000, pid=1702","<*> lock= <*> <*> <*> tag= ""*launch*"", name= <*> ws= <*> uid= <*> pid= <*>",Event104
326,327,03-17,16:13:47.641,1702,3697,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
327,328,03-17,16:13:47.650,1702,17630,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =129","cancelNotificationWithTag pid <*> uid <*> <*> tag <*> null, pkg <*> com.tencent.mobileqq, id <*> <*>",Event69
328,329,03-17,16:13:47.651,1702,1702,I,NotificationManager,"cancelNotification,index:-1","cancelNotification, index: <*>",Event143
329,330,03-17,16:13:47.681,1702,3694,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =135","cancelNotificationWithTag pid <*> uid <*> <*> tag <*> null, pkg <*> com.tencent.mobileqq, id <*> <*>",Event69
330,331,03-17,16:13:47.691,1702,1737,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =140","cancelNotificationWithTag pid <*> uid <*> <*> tag <*> null, pkg <*> com.tencent.mobileqq, id <*> <*>",Event69
331,332,03-17,16:13:47.694,1702,17632,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =144","cancelNotificationWithTag pid <*> uid <*> <*> tag <*> null, pkg <*> com.tencent.mobileqq, id <*> <*>",Event69
332,333,03-17,16:13:47.695,1702,1702,I,NotificationManager,"cancelNotification,index:-1","cancelNotification, index: <*>",Event143
333,334,03-17,16:13:47.700,1702,1702,I,NotificationManager,"cancelNotification,index:-1","cancelNotification, index: <*>",Event143
334,335,03-17,16:13:47.700,1702,1702,I,NotificationManager,"cancelNotification,index:-1","cancelNotification, index: <*>",Event143
335,336,03-17,16:13:47.707,1702,27357,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =193","cancelNotificationWithTag pid <*> uid <*> <*> tag <*> null, pkg <*> com.tencent.mobileqq, id <*> <*>",Event69
336,337,03-17,16:13:47.707,1702,1702,I,NotificationManager,"cancelNotification,index:-1","cancelNotification, index: <*>",Event143
337,338,03-17,16:13:47.709,1702,2113,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
338,339,03-17,16:13:47.709,1702,2113,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Event115
339,340,03-17,16:13:47.713,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0",updateClipping isOverlap: <*> getTopPadding= <*> Translation= <*>,Event154
340,341,03-17,16:13:47.713,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap: false,Event155
341,342,03-17,16:13:47.735,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn( true) ,Event97
342,343,03-17,16:13:47.736,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= <*> mask= <*> oldVal= <*> newVal= <*> diff= <*> fullscreenStackVis= <*> dockedStackVis= <*> fullscreenStackBounds= Rect(0 <*> <*> <*> <*> <*> , dockedStackBounds= Rect(1 <*> <*> <*> <*> <*> ",Event100
343,344,03-17,16:13:47.743,2227,2794,W,KeyguardUpdateMonitor,registerCallback not in UI.,registerCallback not in UI.,Event26
344,345,03-17,16:13:47.743,2227,2794,W,KeyguardUpdateMonitor,android.util.AndroidRuntimeException: Must execute in UI,android.util.AndroidRuntimeException: Must execute in UI,Event27
345,346,03-17,16:13:47.743,2227,2794,V,KeyguardUpdateMonitor,*** unregister callback for com.android.systemui.statusbar.policy.KeyguardMonitor@712d093,*** <*> callback for <*>,Event28
346,347,03-17,16:13:47.810,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn( true) ,Event97
347,348,03-17,16:13:47.811,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= <*> mask= <*> oldVal= <*> newVal= <*> diff= <*> fullscreenStackVis= <*> dockedStackVis= <*> fullscreenStackBounds= Rect(0 <*> <*> <*> <*> <*> , dockedStackBounds= Rect(1 <*> <*> <*> <*> <*> ",Event100
348,349,03-17,16:13:47.931,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn( true) ,Event97
349,350,03-17,16:13:47.931,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= <*> mask= <*> oldVal= <*> newVal= <*> diff= <*> fullscreenStackVis= <*> dockedStackVis= <*> fullscreenStackBounds= Rect(0 <*> <*> <*> <*> <*> , dockedStackBounds= Rect(1 <*> <*> <*> <*> <*> ",Event100
350,351,03-17,16:13:47.943,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn( true) ,Event97
351,352,03-17,16:13:47.945,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= <*> mask= <*> oldVal= <*> newVal= <*> diff= <*> fullscreenStackVis= <*> dockedStackVis= <*> fullscreenStackBounds= Rect(0 <*> <*> <*> <*> <*> , dockedStackBounds= Rect(1 <*> <*> <*> <*> <*> ",Event100
352,353,03-17,16:13:48.009,1702,10454,W,ActivityManager,getTasks: caller 10113 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
353,354,03-17,16:13:48.019,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn( true) ,Event97
354,355,03-17,16:13:48.020,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= <*> mask= <*> oldVal= <*> newVal= <*> diff= <*> fullscreenStackVis= <*> dockedStackVis= <*> fullscreenStackBounds= Rect(0 <*> <*> <*> <*> <*> , dockedStackBounds= Rect(1 <*> <*> <*> <*> <*> ",Event100
355,356,03-17,16:13:48.032,1702,2639,I,WindowManager,Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.qt.qtl.activity.main.MainTabActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.AppWindowToken.destroySurfaces:374 com.android.server.wm.AppWindowToken.notifyAppStopped:400 com.android.server.wm.WindowManagerService.notifyAppStopped:4869 com.android.server.am.ActivityStack.activityStoppedLocked:1393 com.android.server.am.ActivityManagerService.activityStopped:7690,Destroying surface Surface( name= <*> called by com.android.server.wm.WindowStateAnimator.destroySurface: <*> com.android.server.wm.WindowStateAnimator.destroySurfaceLocked: <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,Event113
356,357,03-17,16:13:48.552,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,HBM brightnessIn = <*>,Event156
357,358,03-17,16:13:48.553,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,HBM brightnessOut = <*>,Event157
358,359,03-17,16:13:48.553,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",Animating brightness: target= <*> rate= <*>,Event158
359,360,03-17,16:13:49.927,1702,2618,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
360,361,03-17,16:13:50.107,23650,23685,V,AudioManager,isMusicActive...,isMusicActive...,Event74
361,362,03-17,16:13:50.662,23650,23689,V,AudioManager,isMusicActive...,isMusicActive...,Event74
362,363,03-17,16:13:50.766,1702,3693,I,ActivityManager,"Start dump, calling from : pid=12782, uid=1000","Start dump, calling from : pid= <*> uid= <*>",Event29
363,364,03-17,16:13:51.865,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,HBM brightnessIn = <*>,Event156
364,365,03-17,16:13:51.866,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,HBM brightnessOut = <*>,Event157
365,366,03-17,16:13:51.866,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",Animating brightness: target= <*> rate= <*>,Event158
366,367,03-17,16:13:54.046,1702,17633,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
367,368,03-17,16:13:54.640,1702,8289,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
368,369,03-17,16:13:54.676,1702,2107,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
369,370,03-17,16:13:54.735,1702,2106,D,PowerManagerService,"acquire lock=237091223, flags=0x1, tag=""WiredAccessoryManager"", name=android, ws=null, uid=1000, pid=1702",<*> lock= <*> <*> <*> tag= <*> name= <*> ws= <*> uid= <*> pid= <*>,Event30
370,371,03-17,16:13:54.736,1702,2106,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
371,372,03-17,16:13:54.736,1702,2106,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Event141
372,373,03-17,16:13:54.744,1702,1702,V,AudioManager,setWiredDeviceConnectionState  type: -2147483632  state: 0,setWiredDeviceConnectionState type: <*> state: <*>,Event31
373,374,03-17,16:13:54.745,1702,1702,D,PowerManagerService,"acquire lock=86152250, flags=0x1, tag=""handleAudioEvent"", name=android, ws=null, uid=1000, pid=1702",acquire lock= <*> flags= <*> tag= <*> name= <*> ws= <*> uid= <*> pid= <*>,Event139
374,375,03-17,16:13:54.745,1702,1702,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
375,376,03-17,16:13:54.746,1702,1702,V,AudioManager,setWiredDeviceConnectionState  type: 4  state: 0,setWiredDeviceConnectionState type: <*> state: <*>,Event31
376,377,03-17,16:13:54.746,1702,1702,D,PowerManagerService,"release:lock=237091223, flg=0x0, tag=""WiredAccessoryManager"", name=android"", ws=null, uid=1000, pid=1702",release: lock= <*> flg= <*> tag= <*> name= <*> ws= <*> uid= <*> pid= <*>,Event94
377,378,03-17,16:13:54.747,1702,1702,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
378,379,03-17,16:13:54.754,23650,23689,V,AudioManager,isMusicActive...,isMusicActive...,Event74
379,380,03-17,16:13:54.877,1702,27357,D,ActivityManager,"ActivityManagerService,attachApplication,callingPid = 12787","ActivityManagerService, attachApplication, callingPid = <*>",Event59
380,381,03-17,16:13:55.046,1702,2395,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
381,382,03-17,16:13:55.172,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,HBM brightnessIn = <*>,Event156
382,383,03-17,16:13:55.173,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,HBM brightnessOut = <*>,Event157
383,384,03-17,16:13:55.173,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",Animating brightness: target= <*> rate= <*>,Event158
384,385,03-17,16:13:55.783,1702,2113,D,PowerManagerService,"acquire lock=219829192, flags=0x1, tag=""AudioMix"", name=audioserver, ws=null, uid=1041, pid=0",acquire lock= <*> flags= <*> tag= <*> name= <*> ws= <*> uid= <*> pid= <*>,Event139
385,386,03-17,16:13:55.784,1702,2113,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
386,387,03-17,16:13:55.791,1702,2153,D,PowerManagerService,"release:lock=86152250, flg=0x0, tag=""handleAudioEvent"", name=android"", ws=null, uid=1000, pid=1702",release: lock= <*> flg= <*> tag= <*> name= <*> ws= <*> uid= <*> pid= <*>,Event94
387,388,03-17,16:13:55.793,1702,2153,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
388,389,03-17,16:13:55.800,28601,28601,V,AudioManager,isBluetoothA2dpOn...,isBluetoothA2dpOn...,Event32
389,390,03-17,16:13:55.804,23650,23689,V,AudioManager,isMusicActive...,isMusicActive...,Event74
390,391,03-17,16:13:55.813,28601,28601,V,AudioManager,isBluetoothScoOn...,isBluetoothScoOn...,Event33
391,392,03-17,16:13:55.821,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 0,getLastAudibleStreamVolume treamType: <*>,Event35
392,393,03-17,16:13:55.827,1702,17632,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
393,394,03-17,16:13:55.832,1702,1702,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
394,395,03-17,16:13:55.834,1702,1702,I,NotificationManager,"cancelNotification,index:-1","cancelNotification, index: <*>",Event143
395,396,03-17,16:13:55.836,1702,10454,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
396,397,03-17,16:13:55.838,1702,3137,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
397,398,03-17,16:13:55.839,1702,2639,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
398,399,03-17,16:13:55.867,1702,3693,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
399,400,03-17,16:13:55.869,1702,14640,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
400,401,03-17,16:13:55.875,1702,2250,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
401,402,03-17,16:13:55.879,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 1,getLastAudibleStreamVolume treamType: <*>,Event35
402,403,03-17,16:13:55.882,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 2,getLastAudibleStreamVolume treamType: <*>,Event35
403,404,03-17,16:13:55.883,1702,27353,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
404,405,03-17,16:13:55.885,1702,2395,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
405,406,03-17,16:13:55.889,2227,2514,V,AudioManager,getDevicesForStream  streamType: 3,getDevicesForStream streamType: <*>,Event34
406,407,03-17,16:13:55.891,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 3,getLastAudibleStreamVolume treamType: <*>,Event35
407,408,03-17,16:13:55.893,2227,2514,V,AudioManager,getDevicesForStream  streamType: 3,getDevicesForStream streamType: <*>,Event34
408,409,03-17,16:13:55.894,1702,2639,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
409,410,03-17,16:13:55.896,1702,2113,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
410,411,03-17,16:13:55.896,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 4,getLastAudibleStreamVolume treamType: <*>,Event35
411,412,03-17,16:13:55.899,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 5,getLastAudibleStreamVolume treamType: <*>,Event35
412,413,03-17,16:13:55.904,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 6,getLastAudibleStreamVolume treamType: <*>,Event35
413,414,03-17,16:13:55.906,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 7,getLastAudibleStreamVolume treamType: <*>,Event35
414,415,03-17,16:13:55.921,2227,2514,V,AudioManager,getLastAudibleStreamVolume  treamType: 8,getLastAudibleStreamVolume treamType: <*>,Event35
415,416,03-17,16:13:55.937,1702,1737,D,ActivityManager,cleanUpApplicationRecord -- 12025,cleanUpApplicationRecord -- <*>,Event54
416,417,03-17,16:13:55.937,1702,1737,I,ActivityManager,"cleanUpApplicationRecordLocked, pid: 12025, restart: false","cleanUpApplicationRecordLocked, pid: <*> restart: false",Event55
417,418,03-17,16:13:55.938,1702,1737,I,ActivityManager,"cleanUpApplicationRecordLocked, reset pid: 12025, euid: 0","cleanUpApplicationRecordLocked, reset pid: <*> euid: <*>",Event56
418,419,03-17,16:13:55.940,1702,2639,I,DisplayManagerService,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=false,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested= false,Event52
419,420,03-17,16:13:55.940,1702,2639,I,DisplayManagerService,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=0,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount= <*>,Event53
420,421,03-17,16:13:55.941,30852,30852,V,AudioManager,getMode...,getMode...,Event36
421,422,03-17,16:13:55.944,30852,30852,V,AudioManager,setSpeakerphoneOn  on: true,setSpeakerphoneOn on: true,Event37
422,423,03-17,16:13:55.948,30852,30852,I,AudioManager,setSpeakerphoneOn on:true,setSpeakerphoneOn on: true,Event37
423,424,03-17,16:13:56.080,1702,17621,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
424,425,03-17,16:13:56.177,1702,2644,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
425,426,03-17,16:13:56.261,1702,1737,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
426,427,03-17,16:13:58.485,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,HBM brightnessIn = <*>,Event156
427,428,03-17,16:13:58.485,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,HBM brightnessOut = <*>,Event157
428,429,03-17,16:13:58.485,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",Animating brightness: target= <*> rate= <*>,Event158
429,430,03-17,16:13:58.796,1702,8303,D,PowerManagerService,"release:lock=219829192, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0",release: lock= <*> flg= <*> tag= <*> name= <*> ws= <*> uid= <*> pid= <*>,Event94
